KV_SIZE,SWAPS,THREADS,ITERATIONS,VARIATION,TIME,COMMITS,ABORTS,FALLBACKS
1000,100,1,2000,1,0.03
1000,250,1,2000,1,0.13
1000,500,1,2000,1,0.6
1000,100,2,2000,1,0.09
1000,250,2,2000,1,0.42
1000,500,2,2000,1,1.08
1000,100,14,2000,1,1.06
1000,250,14,2000,1,4.41
1000,500,14,2000,1,15.19
1000,100,28,2000,1,2.58
1000,250,28,2000,1,9.6
1000,500,28,2000,1,31.3
1000,100,56,2000,1,5.61
1000,250,56,2000,1,19.27
1000,500,56,2000,1,63.26
1000,100,112,2000,1,11.26
1000,250,112,2000,1,38.43
1000,500,112,2000,1,126.7
1000,100,1,2000,2,0.02
1000,250,1,2000,2,0.1
1000,500,1,2000,2,0.61
1000,100,2,2000,2,0.1
1000,250,2,2000,2,0.45
1000,500,2,2000,2,1.56
1000,100,14,2000,2,1.15
1000,250,14,2000,2,4.49
1000,500,14,2000,2,15.38
1000,100,28,2000,2,2.43
1000,250,28,2000,2,8.71
1000,500,28,2000,2,30.86
1000,100,56,2000,2,5.48
1000,250,56,2000,2,19.29
1000,500,56,2000,2,64.11
1000,100,112,2000,2,11.22
1000,250,112,2000,2,38.16
1000,500,112,2000,2,124.55
