KV_SIZE,SWAPS,THREADS,ITERATIONS,VARIATION,TIME,COMMITS,ABORTS,FALLBACKS
1000,100,1,2000,1,0.03
1000,250,1,2000,1,0.13
1000,500,1,2000,1,0.65
1000,100,2,2000,1,0.1
1000,250,2,2000,1,0.42
1000,500,2,2000,1,1.14
1000,100,14,2000,1,1.02
1000,250,14,2000,1,4.28
1000,500,14,2000,1,15.05
1000,100,28,2000,1,2.42
1000,250,28,2000,1,9.34
1000,500,28,2000,1,30.68
1000,100,56,2000,1,5.32
1000,250,56,2000,1,19.19
1000,500,56,2000,1,63.6
1000,100,112,2000,1,10.84
1000,250,112,2000,1,37.38
1000,500,112,2000,1,125.25
1000,100,1,2000,2,0.02
1000,250,1,2000,2,0.11
1000,500,1,2000,2,0.56
1000,100,2,2000,2,0.11
1000,250,2,2000,2,0.42
1000,500,2,2000,2,1.07
1000,100,14,2000,2,1.09
1000,250,14,2000,2,4.24
1000,500,14,2000,2,15.07
1000,100,28,2000,2,2.43
1000,250,28,2000,2,9.24
1000,500,28,2000,2,31.76
1000,100,56,2000,2,5.46
1000,250,56,2000,2,19.6
1000,500,56,2000,2,64.14
1000,100,112,2000,2,10.91
1000,250,112,2000,2,38.7
1000,500,112,2000,2,124.25
